Distance,Velocity,Theta,gamma0,gamma1,No Collision,Safety Loss,Deadlock Time,Simulation Time
1.63,0.802,1.5707963267948966,1.7000000000000002,2.1,True,0.020684277961974026,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,1.7000000000000002,2.5,True,0.020008794102289527,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.1,0.5,True,0.024298772012639757,3.049999999999997,9.850000000000005
1.63,0.802,1.5707963267948966,2.1,0.9,True,0.022552098331554946,3.049999999999997,9.850000000000005
1.63,0.802,1.5707963267948966,2.1,1.3,True,0.021541362486074227,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.1,1.7000000000000002,True,0.020684277961974026,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.1,2.1,True,0.019837419426093916,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.1,2.5,True,0.019134958081743116,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.5,0.5,True,0.023834637756335444,3.049999999999997,9.850000000000005
1.63,0.802,1.5707963267948966,2.5,0.9,True,0.022120714169349513,3.049999999999997,9.850000000000005
1.63,0.802,1.5707963267948966,2.5,1.3,True,0.0210269696788328,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.5,1.7000000000000002,True,0.020008794102289527,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.5,2.1,True,0.019134958081743116,3.049999999999997,9.800000000000004
1.63,0.802,1.5707963267948966,2.5,2.5,True,0.018422922311611346,3.049999999999997,9.800000000000004
1.63,1.0,0.01,0.5,0.5,True,0.025123816783522906,0.0,4.749999999999991
1.63,1.0,0.01,0.5,0.9,True,0.024297814662283868,0.0,4.749999999999991
1.63,1.0,0.01,0.5,1.3,True,0.023764205454187334,0.0,4.749999999999991
1.63,1.0,0.01,0.5,1.7000000000000002,True,0.02340860250581407,0.0,4.749999999999991
1.63,1.0,0.01,0.5,2.1,True,0.023157189074583855,0.0,4.749999999999991
1.63,1.0,0.01,0.5,2.5,True,0.022933811732489227,0.0,4.749999999999991
1.63,1.0,0.01,0.9,0.5,True,0.024297814662283868,0.0,4.749999999999991
1.63,1.0,0.01,0.9,0.9,True,0.023390201559695248,0.0,4.749999999999991
1.63,1.0,0.01,0.9,1.3,True,0.022902046414892914,0.0,4.749999999999991
1.63,1.0,0.01,0.9,1.7000000000000002,True,0.022551218879776243,0.0,4.699999999999991
1.63,1.0,0.01,0.9,2.1,True,0.022264639514955,0.0,4.699999999999991
1.63,1.0,0.01,0.9,2.5,True,0.022014981884793013,0.0,4.699999999999991
1.63,1.0,0.01,1.3,0.5,True,0.023764205454187334,0.0,4.749999999999991
1.63,1.0,0.01,1.3,0.9,True,0.022902046414892914,0.0,4.749999999999991
1.63,1.0,0.01,1.3,1.3,True,0.022392246389023936,0.0,4.699999999999991
1.63,1.0,0.01,1.3,1.7000000000000002,True,0.021985107481229577,0.0,4.699999999999991
1.63,1.0,0.01,1.3,2.1,True,0.02165326052011004,0.0,4.699999999999991
1.63,1.0,0.01,1.3,2.5,True,0.021381874191864814,0.0,4.699999999999991
1.63,1.0,0.01,1.7000000000000002,0.5,True,0.02340860250581407,0.0,4.749999999999991
1.63,1.0,0.01,1.7000000000000002,0.9,True,0.022551218879776243,0.0,4.699999999999991
1.63,1.0,0.01,1.7000000000000002,1.3,True,0.021985107481229577,0.0,4.699999999999991
1.63,1.0,0.01,1.7000000000000002,1.7000000000000002,True,0.021552415276864093,0.0,4.699999999999991
1.63,1.0,0.01,1.7000000000000002,2.1,True,0.02121067382329921,0.0,4.699999999999991
1.63,1.0,0.01,1.7000000000000002,2.5,True,0.02093327622608175,0.0,4.699999999999991
1.63,1.0,0.01,2.1,0.5,True,0.023157189074583855,0.0,4.749999999999991
1.63,1.0,0.01,2.1,0.9,True,0.022264639514955,0.0,4.699999999999991
1.63,1.0,0.01,2.1,1.3,True,0.02165326052011004,0.0,4.699999999999991
1.63,1.0,0.01,2.1,1.7000000000000002,True,0.02121067382329921,0.0,4.699999999999991
1.63,1.0,0.01,2.1,2.1,True,0.020864880388577933,0.0,4.699999999999991
1.63,1.0,0.01,2.1,2.5,True,0.020612928759250308,0.0,4.699999999999991
1.63,1.0,0.01,2.5,0.5,True,0.022933811732489227,0.0,4.749999999999991
1.63,1.0,0.01,2.5,0.9,True,0.022014981884793013,0.0,4.699999999999991
1.63,1.0,0.01,2.5,1.3,True,0.021381874191864814,0.0,4.699999999999991
1.63,1.0,0.01,2.5,1.7000000000000002,True,0.02093327622608175,0.0,4.699999999999991
1.63,1.0,0.01,2.5,2.1,True,0.020612928759250308,0.0,4.699999999999991
1.63,1.0,0.01,2.5,2.5,True,0.020369745039472656,0.0,4.699999999999991
1.63,1.0,0.3221592653589793,0.5,0.5,True,0.02561752324880597,0.0,4.799999999999991
1.63,1.0,0.3221592653589793,0.5,0.9,True,0.024724587364706136,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.5,1.3,True,0.02413960897138688,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.5,1.7000000000000002,True,0.023744637678930796,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.5,2.1,True,0.02347059502264697,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.5,2.5,True,0.023229578943004616,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,0.5,True,0.024724587364706136,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,0.9,True,0.023732864564055337,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,1.3,True,0.023210953590277205,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,1.7000000000000002,True,0.022769420909416842,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,2.1,True,0.02240883829981819,0.0,4.749999999999991
1.63,1.0,0.3221592653589793,0.9,2.5,True,0.02210741639186536,0.0,4.749999999999991
